gene,ratio,log2_fc
plaP ,0.19073466834999148,-2.390361
ptsG ,0.2517366191270983,-1.990013
uidC ,0.2857520988122496,-1.807164
yccF ,0.3001099382058851,-1.736437
yihQ ,0.3251204028612238,-1.620954
manX ,0.3356314933923269,-1.57505
manZ ,0.34217280313437043,-1.547203
frc ,0.342827560506515,-1.544445
yneF ,0.3436950550404003,-1.540799
brnQ ,0.3531529370361267,-1.501635
gpmI ,0.3685782897561638,-1.439957
ygdQ ,0.37258099738222855,-1.424374
guaC ,0.38239034442077885,-1.386882
ppc ,0.3856302151255433,-1.37471
yfdI ,0.404781988143189,-1.304783
ybdR ,0.4142607382989028,-1.271389
ompX ,0.41880193119337883,-1.25566
gsk ,0.4203730247672676,-1.250258
waaA ,0.4255849385851098,-1.232481
yigP ,0.4281238165264209,-1.2239
proV ,0.429820143114118,-1.218195
yohF ,0.43011042356715745,-1.217221
fruA ,0.432350421229496,-1.209727
marA ,0.432668801187383,-1.208665
yejG ,0.434322921950806,-1.20316
tatE ,0.435132897899093,-1.200472
yeiR ,0.435150693320308,-1.200413
carA ,0.4354478938896542,-1.199428
yggW ,0.436488938904893,-1.195983
ddpD ,0.4381977555584775,-1.190346
dcuS ,0.4426658547980349,-1.17571
pykF ,0.44466846488378264,-1.169198
glnA ,0.44628152847237884,-1.163974
exbD ,0.44918759774642564,-1.15461
gltD ,0.4688385160138377,-1.092837
carB ,0.46903061504828264,-1.092246
ptsI ,0.4732964479747012,-1.079184
gltB ,0.47544949404044606,-1.072636
thrB ,0.4768435804409329,-1.068412
phoR ,0.47844500222965836,-1.063575
yagE ,0.48204976578448916,-1.052746
rhlE ,0.4850629859238522,-1.043756
hisH ,0.48712806198013814,-1.037627
livH ,0.48939592708705904,-1.030926
pntA ,0.4905258256914956,-1.027599
manB ,0.49390415135621846,-1.017697
serA ,0.49495079038204737,-1.014643
fimB ,0.49941532589014576,-1.001688
lysA ,0.5006076004670456,-0.9982479
argG ,0.5040501899769508,-0.9883607
pyrD ,0.5097113910072121,-0.9722475
metE ,0.5117171178537944,-0.9665816
codA ,0.5133785416190745,-0.9619051
ndh ,0.5146736759780667,-0.9582701
rpsC ,0.5148479752261941,-0.9577816
entA ,0.5151272981630679,-0.9569991
fepA ,0.5212080964402418,-0.9400686
yeaD ,0.5215372847680824,-0.9391577
upp ,0.5218664639688294,-0.9382474
purT ,0.5221473145479087,-0.9374712
rplN ,0.5243009263629486,-0.931533
araD ,0.5249187003787191,-0.9298341
yebO ,0.5252866775199417,-0.9288231
hypF ,0.526387924974371,-0.9258017
thrC ,0.5282910961724915,-0.920595
epmB ,0.5302330489473442,-0.9153015
rplB ,0.5317503931660337,-0.9111789
cysC ,0.5334450602525673,-0.9065884
rpmI ,0.5336003433682358,-0.9061685
fiu ,0.5338789973451247,-0.9054153
arnT ,0.5342267048030949,-0.904476
trpC ,0.5345127993518022,-0.9037036
rpsL ,0.5351967276285855,-0.9018588
pyrH ,0.5389925361106311,-0.8916628
rplC ,0.542982309296303,-0.8810229
ydjN ,0.5445286264259388,-0.8769202
hisG ,0.5471583800520662,-0.8699696
rnb ,0.5478627040055171,-0.8681137
ascF ,0.5495302863654865,-0.8637291
purF ,0.5506210615659489,-0.8608683
speD ,0.5516958372672883,-0.858055
purU ,0.5549301140240844,-0.849622
typA ,0.5565869546022841,-0.845321
arnA ,0.5577708716930098,-0.8422555
deaD ,0.5585650846068638,-0.8402027
purD ,0.5586240533773713,-0.8400504
purM ,0.5605763557093831,-0.8350172
aceE ,0.562155749302273,-0.8309582
argD ,0.5624013255957885,-0.8303281
argC ,0.5633335497388107,-0.8279387
rplW ,0.5642141683706482,-0.8256852
rluC ,0.5695327069206388,-0.8121494
dapD ,0.5699247299472975,-0.8111567
yidA ,0.5706428147362478,-0.8093401
rplO ,0.5707286532541145,-0.8091231
ybjX ,0.5727527557258529,-0.8040156
hha ,0.5731135058664365,-0.8031072
purB ,0.5737790507760864,-0.8014328
yiaJ ,0.5739100327240533,-0.8011035
argF ,0.5742897827796533,-0.8001492
ftsW ,0.5748979932604537,-0.7986221
adhE ,0.5783244492849596,-0.790049
amiD ,0.5799422698789106,-0.7860188
intA ,0.5799646206950153,-0.7859632
kdpB ,0.580201447531362,-0.7853742
asnB ,0.5803553362640093,-0.7849916
argH ,0.5818970752905869,-0.7811641
hisI ,0.5820995470127056,-0.7806622
mqo ,0.5829090881393182,-0.7786572
patA ,0.5835370646788411,-0.7771038
thrA ,0.584755122554479,-0.7740955
yifK ,0.5848588940304229,-0.7738395
rpsQ ,0.5862487310521809,-0.7704152
cysD ,0.5867083786209428,-0.7692845
malQ ,0.5869462912038248,-0.7686996
tdk ,0.5883335442584271,-0.7652938
rpsN ,0.589010884750055,-0.7636338
speC ,0.5891537561796215,-0.7632839
serC ,0.5892009248333311,-0.7631684
ilvG ,0.5900340018199689,-0.76113
rpmB ,0.590051670037983,-0.7610868
metK ,0.5906190518652465,-0.7597002
rluD ,0.5911849303810833,-0.7583186
yjcD ,0.5926594269068995,-0.7547248
ychJ ,0.5933823006482986,-0.7529662
dmsA ,0.5939158335896343,-0.7516696
gapA ,0.5961505022663433,-0.7462515
rnhB ,0.6006634980692773,-0.7353711
rpsG ,0.6008146514848038,-0.7350081
malY ,0.6009299783825742,-0.7347312
cysJ ,0.6010740327299146,-0.7343854
entF ,0.6016058913138653,-0.7331094
frvX ,0.6044554843634714,-0.726292
rpsR ,0.6061239691040996,-0.7223152
serB ,0.6069747049474191,-0.7202917
htrB ,0.6072921391360967,-0.7195374
hisC ,0.6078061172435378,-0.7183169
rpmA ,0.6078353561040881,-0.7182475
yegI ,0.608445690627267,-0.7167996
pgi ,0.6092281036944769,-0.7149456
bioB ,0.6094084459664604,-0.7145186
pyrC ,0.6094732470665667,-0.7143652
trpD ,0.6102452645606243,-0.7125389
speA ,0.6104015369928609,-0.7121695
rpsI ,0.6107487030558659,-0.7113492
aroG ,0.6110897129099732,-0.7105439
oppB ,0.6118744656822871,-0.7086924
argA ,0.6119077599343516,-0.7086139
ybiU ,0.6126158929359568,-0.7069453
yhgF ,0.6133630653008842,-0.7051868
fbaA ,0.6135635992298994,-0.7047152
rpsD ,0.6144866189711526,-0.7025465
ilvE ,0.6158386846621771,-0.6993756
rplP ,0.6160381918494362,-0.6989083
pyrG ,0.6168525159798665,-0.6970025
aroA ,0.6174176368608429,-0.6956814
ttcA ,0.6178836056797916,-0.694593
yqjI ,0.6183234816504659,-0.6935663
rpmG ,0.6186148623487548,-0.6928866
aceF ,0.6194559929603773,-0.6909263
fryA ,0.6205021868498947,-0.6884918
galP ,0.6222830262093344,-0.6843572
yabP ,0.6234754246516153,-0.6815954
fdhF ,0.6237631368667034,-0.6809298
ygeX ,0.6240511548746633,-0.6802638
rpsH ,0.6253438544487673,-0.6772784
yaaA ,0.6289270534875817,-0.6690354
rlmB ,0.6314915348874633,-0.6631647
guaA ,0.6315642000196711,-0.6629987
yafD ,0.6323368055436244,-0.6612349
lysP ,0.6324787438124736,-0.6609111
entE ,0.6326839486957374,-0.6604431
selA ,0.6335627849118772,-0.6584405
chaA ,0.634496231270098,-0.6563165
waaU ,0.6357274989800922,-0.6535196
ychM ,0.636283360872466,-0.6522587
rplV ,0.6368589551564388,-0.6509542
prfC ,0.6375574263533331,-0.6493728
ispB ,0.6405127525983488,-0.6427008
rplE ,0.6407525854741118,-0.6421607
hisD ,0.6408969903079522,-0.6418356
yfbU ,0.6411360782533055,-0.6412975
yciA ,0.6413255102224819,-0.6408713
rplS ,0.6420419638228084,-0.6392605
fruB ,0.642106763399027,-0.6391149
folX ,0.644812760756983,-0.6330478
potC ,0.645155930975342,-0.6322802
asnA ,0.6452253382884333,-0.632125
pntB ,0.6465951091220481,-0.6290655
entC ,0.6483032003879057,-0.6252594
yagM ,0.6491352022591649,-0.6234091
trmB ,0.6502137184605257,-0.6210141
ygbM ,0.6502292675827397,-0.6209796
zinT ,0.6506408911003846,-0.6200666
glyA ,0.6519636342440275,-0.6171366
glmU ,0.6525168671340664,-0.6159129
cysW ,0.652688760057175,-0.6155329
yfjL ,0.6528877600304244,-0.6150931
rnfC ,0.6541012152862865,-0.6124142
livG ,0.6541150437790618,-0.6123837
proQ ,0.6544049199911004,-0.6117445
gnd ,0.6546633409500048,-0.6111749
yieP ,0.6549732539340212,-0.6104921
aroH ,0.6556398728675135,-0.6090245
folP ,0.6563574860729068,-0.6074463
ybhT ,0.6566883652924441,-0.6067192
borD ,0.6569528791124313,-0.6061382
nudC ,0.6573466601560671,-0.6052737
suhB ,0.6578082467290322,-0.604261
rpsK ,0.6579717735657771,-0.6039024
rpsT ,0.658769195343275,-0.602155
rpsB ,0.6591864991559763,-0.6012414
proP ,0.6599348449377614,-0.5996045
yqjH ,0.6599370406149043,-0.5995997
codB ,0.6606129242779761,-0.5981229
purH ,0.6614579729384928,-0.5962786
alr ,0.6615130396067809,-0.5961585
yrbL ,0.6633518951976849,-0.5921537
thiI ,0.6642568475253682,-0.5901869
narP ,0.6643186398048236,-0.5900527
yegD ,0.6651730393873646,-0.5881984
oxyR ,0.6677575093173695,-0.5826038
valS ,0.6677617675899079,-0.5825946
yliE ,0.6681454475248039,-0.5817659
rpmC ,0.6682426178233318,-0.5815561
ubiB ,0.6684914900846618,-0.5810189
purL ,0.6688633496009898,-0.5802166
nadA ,0.6692313802383479,-0.579423
asd ,0.669245482212592,-0.5793926
smpB ,0.6693181770369496,-0.5792359
parE ,0.670233173370578,-0.577265
tolR ,0.6705580796047995,-0.5765658
rimJ ,0.6727686570562655,-0.5718176
ghrB ,0.6729813360959711,-0.5713616
secY ,0.6730598017843938,-0.5711934
rplJ ,0.673085881288912,-0.5711375
rplD ,0.6732843332249959,-0.5707122
hsdM ,0.6734657581770906,-0.5703235
yhfZ ,0.6742840141820722,-0.5685717
hisP ,0.674874384023435,-0.5673091
hisA ,0.6749406727358683,-0.5671674
zntA ,0.6777462355767898,-0.5611829
mepA ,0.6778814981278407,-0.560895
recF ,0.6787916861723365,-0.5589592
engD ,0.678839208592678,-0.5588582
pheS ,0.6803493755945287,-0.5556523
tdcE ,0.6816294149972398,-0.5529405
ebgR ,0.6817977766717984,-0.5525842
dhaM ,0.6818278810777617,-0.5525205
rpsS ,0.68271719814944,-0.55064
ftsB ,0.6829877936361708,-0.5500683
pheT ,0.6832275237206564,-0.549562
pitA ,0.68338775368372,-0.5492237
yqgF ,0.6835981036532788,-0.5487797
argB ,0.6836364852926886,-0.5486987
miaB ,0.6848340312307584,-0.5461737
djlA ,0.685255876388941,-0.5452853
hisS ,0.6862468847198583,-0.5432004
rplM ,0.6868251149212695,-0.5419853
uvrY ,0.6879831804433887,-0.5395548
pfkA ,0.6881968529911382,-0.5391068
emrA ,0.6884518683312744,-0.5385723
basR ,0.6891378963944478,-0.5371354
ilvD ,0.6894523731459287,-0.5364772
ydcT ,0.6895058513311543,-0.5363653
crl ,0.6896338048051819,-0.5360976
artP ,0.6897181322876034,-0.5359212
rplQ ,0.6897407934707439,-0.5358738
slmA ,0.6905127698431177,-0.53426
mtnN ,0.6908659432531474,-0.5335223
malT ,0.6908918985912114,-0.5334681
trmH ,0.6922202253406716,-0.530697
cutC ,0.692450668690905,-0.5302168
rplF ,0.6944147031310557,-0.5261306
clpP ,0.6945946000458517,-0.5257569
pqiB ,0.6954631119787679,-0.5239541
ibpB ,0.6954669202497271,-0.5239462
guaB ,0.6961748493530141,-0.5224784
gsp ,0.6964667094878432,-0.5218737
